,Unnamed: 0,tweet,label
19597,19597,rt TAG TAG freeze bitch i'm gonna steal your heart,0
19633,19633,rt TAG maybe yall hoe ass niggas should start considering girls feelings shiii think about if a nigga is doing what you're doing,0
11569,11569,if she know yo name way before you meet her then dat bitch a eatta,0
12423,12423,like bitch y u ain't do that in the first place,0
1363,1363,kxng jase versace versace i talk shit on twitter and so that bitch blocked me bremarie,0
4567,4567,ronnie k not just TAG gave k a trash non-basketball soundtrack y'all still have problems with servers,0
5739,5739,chucktodd TAG he was walking amp little birds pitch by his doorstep singing sweet songs of melodies pure amp true saying,0
19409,19409,rt TAG i kno this bitch a thot she wanna meet my momma now,0
7556,7556,alfredo linguini pasta just fancily prepared trash,0
22649,22649,what's worse than jury duty is the confirmation you get while serving that the general public is retarded,0
8321,8321,can these birds shut the fuck up,0
21009,21009,soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures TAG,0
9935,9935,how u know u dont get real life pussy only carin bout her enterin your dms rt TAG she can enter my dms anytime,0
20852,20852,since a lot of you lil bitches wanted to add the h hashtag into all my tweets i'll do that shit back TAG,0
12550,12550,lmfao but we don't talk gtfoh bitch i guessed it amp i was right,0
11104,11104,i wish ya nighas stressed ya kids like ya stress these lame bitches,0
15255,15255,rt TAG bitches with no tits or ass dont even get a hug from me you're one of the boys now you get a handshake,0
220,220,rachiesoul TAG inna di ghetto you alone lmaoo,0
17077,17077,rt TAG these hoes ain't loyal,0
14959,14959,rt TAG go talk to your other hoes,0
3991,3991,mlg pollute i'm gonna tell my friend not to buy your scuf now dumb chink frail pussy,0
20612,20612,same TAG that was back when i found myself listening to mad real hip hop zero bitches in sight,0
23102,23102,yanks choked too lost strait remember,0
8916,8916,early bird gets the worm,0
1318,1318,idliketocare TAG wow putting a whole manifesto up using twitlonger and by a canadian hey hoser how many will you adopt,0
8073,8073,bitches be tambout my party no bitch its everybody party,0
8817,8817,don't put too much effort into these bitches if you ain't gettin none back give them exactly what they give you,0
9176,9176,freaky bitch eat the dick while i'm playing madden,0
11420,11420,i'm too much of a bitch to say anything about that,0
10129,10129,i can't sleep so ima watch spongebob and eat crackers and peanut butter,0
18885,18885,rt TAG i don't get why people bitch about an unfollow when you never talked to them,0
20036,20036,rt TAG once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic,0
21273,21273,take that and shove it up your ass TAG TAG TAG,0
24483,24483,talk of the morning is hoes and rappers damn yall talk about the same shit everyday,0
3801,3801,ken gth nahh whatever you are spook or spic i still don't like you good day,1
4574,4574,rosegoldbenzo duh lol me tweeting about eating pussy from the back with my tongue in that made that obvious lol,0
4727,4727,softestmuffin TAG TAG in other words you are accustomed to niggers so muchyour almighty one can be next to u but yo nigger,0
23423,23423,you still can't turn a hoe into a house wife,0
72,72,bossbytchh him seh me pussy wetter then a shower curtain #ahmesehwetness lt lmao,0
14276,14276,rt TAG update u are still a bitch,0
20629,20629,say what you want about TAG but that bitch has pipes,0
6559,6559,lenadunham sick bitch nutjob,0
22297,22297,twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units TAG,1
19039,19039,rt TAG these hoes be acting up,0
22113,22113,this nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone,0
4676,4676,sethmacfarlane deep in my pussy were your tongue should be dial if you need halp,0
10836,10836,i really hate when i don't get a response back to a text message like a bitch ain't see it or sum,0
13862,13862,playing with my money is like playing with my emotions niggas don't believe i guess we going to find out then hoe ass niggas,0
4209,4209,myalynn x bitch im sick,0
12347,12347,let a bitch be a bitch n a hoe be a hoe,0
14206,14206,rt TAG a dick has a sad life his hair is a mess his family is nuts his neighbor's an asshole his best friend's a pussy,0
9526,9526,got a lil bitch from the,0
9867,9867,hoes will put with ya man as the location in their bio then get mad when you think they a hoe,0
19418,19418,rt TAG guys say ;d on t wear leggings if you don t got no ass amp i see you pussies walking around in muscle shirts without any mus,0
19682,19682,rt TAG TAG TAG this bitch is dressed for church the club the gym and to slay vampires,0
20624,20624,say it to me when i confront you pussy fuck,0
24510,24510,the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life,0
4662,4662,scottferrall TAG photos kate upton cheers on the yankees at last night's game,0
18082,18082,rt TAG use what talent you possess the woods would be very silent if no birds sang except those that sang best,0
5332,5332,marzzz nigger,0
13493,13493,now this new bitch acting dumb tryna correct my every word,0
20330,20330,rt TAG respect the man with vision and a gang of bitches to follow it,0
20497,20497,really ain't nuttin to cut that bitch off,0
14835,14835,rt TAG this bitch arguing with my dad,0
1618,1618,yeridzee i'm not a bitch like TAG lol sorry not sorry tried to give him a hint that i didn't want to speak to him so idc,0
725,725,#iu should make me an honorary student id be way cooler than the other international students i have my own football card TAG,0
3103,3103,eddie hayden lol yeah bro good choice but bitches do love foreign whips so it's a personal decision,0
5441,5441,turtle gang lets fuck hawt bitches at foam and glow,0
21205,21205,stupid freshman bitches that walk like slow as hell and u can't get around them hurry the fuck up sloth,0
19149,19149,rt TAG a woman never cheated unless a man drove her to do it men only cheat for new pussy,0
1132,1132,beardedgemini ginasanabria i have no hoes because yah nigga ain't shit,0
23603,23603,based god fucked all my bitches,0
4251,4251,nautiwashere these bitches drippin sauce,0
17017,17017,rt TAG you ugly anyway you a hoe anyway a nigga who just got curved but won't accept it,0
17801,17801,rt TAG all y'all dudes that just favorite this is a faggot smh,0
9532,9532,got damn man hung tf over like a bitch,0
8880,8880,dudes probably just think eating pussy is sucking on pussy lips,0
10275,10275,i eat generic oreos baller with a budget bitch,0
22967,22967,women want a best man holiday type of nigga meanwhile you have mad thot pics on ya gram talking about this could be us bitch die,0
17726,17726,rt TAG fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy,0
14677,14677,rt TAG if my bitch fuckin she jus a thot i mean i'm tryna take shit to a next level here,0
6261,6261,jezzzz TAG jessica i'm not afraid to slit your throat tomorrow,0
16556,16556,rt TAG city bitches #starbucks TAG TAG,0
14192,14192,rt TAG neymar fell like a bitch,0
21802,21802,these hoes need jesus y'all,0
14438,14438,rt TAG whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely,0
9107,9107,fines hoes only,0
18194,18194,rt TAG ain't no money or no hoe in the world can spoil it TAG,0
8053,8053,bitch shutcho got damn mouf hoe TAG mallett ain't gon help yo funky ass texans,0
11467,11467,idgaf if it's pm in the afternoon bitch make my pancakes,0
2639,2639,boazziz he promised to stand with the muzzies so,0
23204,23204,yo this niggah catch every tweet lls oh my goodness,0
10553,10553,i honestly don't understand why men love to bash the women that make them feel good she sucked my dick soooo goood she a ho,0
16176,16176,rt TAG fellas guess what we don't like to be asked why were looking mean it's called resting bitch face we just look this w,0
9513,9513,goodmorning bitches TAG TAG water front san diego,0
23125,23125,yeah i can just tell by the weather that i won't be gettin any pussy today,0
11519,11519,if a bitch choosin let her choose lmao that is all,0
1095,1095,al teez fuck the cowboys my birthday in two days hoe,0
11614,11614,if you act like a fucking retard when your high it's over mane stay away from me,0
8638,8638,damn who knew this whole time that i was the angry negro dude,0
19131,19131,rt TAG TAG corny ass hoes always got my name in they mouth,0
9858,9858,hoes gone be hoes but thats none my business,0
9100,9100,find waldo at escape bitches,0
20548,20548,ross text me back you twat,0
13333,13333,niggas gossip like hoes man i ain't wid that shit,0
377,377,queendulaaa got a couple bitches saying they know me but i ma let the money talk for me and i'm like TAG,0
23768,23768,don't even entertain these hoes got somebody too important,0
7667,7667,allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real ain't that about a bitch,0
11262,11262,i'm fine af in that hoe,0
6395,6395,kfocht nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today,0
22617,22617,what restaurant drugs tests hahahaha that's fuckin trash,0
19107,19107,rt TAG chicks think that having sex with a guy for months automatically makes him their boyfriend bitch did you ask him,0
20051,20051,rt TAG TAG ur pussy smell like dumpster juice,0
3478,3478,iemonaids done that spell check we know you meant fat liberal dyke feminist nazi bitches,1
12193,12193,karma a bitch but she can't figure me out with the shit im doing,0
1574,1574,traceydee i want pussy for dinner,0
6166,6166,imgorejess by not being an unloyal retard,0
10241,10241,i don't trust these bitches,0
20192,20192,rt TAG old soul more like young bitch,0
8074,8074,bitches be trying to squash all beef wen they find out they pregnant some hoes dont give a fuck,0
22532,22532,we need to start having a fantasy team of ut hoes lol,0
19330,19330,rt TAG your tweets remind me of the times when we did the oreo milkshake runs am in the morning TAG,0
9786,9786,her pussy sweeter then some fresh fruit she gushin i drink the best juice,0
13013,13013,my dad is a bitch,0
13755,13755,pantera minutes alone TAG minutes pussy boy i'll crush you,1
17995,17995,rt TAG best TAG sign ever the dak-ness is spreading charlie murphy's true hollywood stories TAG,0
11463,11463,idgaf about these money hungry bitches,0
15988,15988,rt TAG lmao y'all single hoes stay pregnant,0
2857,2857,chykalet naw u just retarded kinfolk lol,0
9174,9174,freak hoes,0
11906,11906,it stink in this bitch it must be them pussy ass niggas talkin shit,0
4782,4782,steve wojtkiw TAG wise decision this alfie must be a right mong,0
12914,12914,mother asked what i wanted for christmas this year replied with for her to not go crazy and my sister to not be a bitch,0
16183,16183,rt TAG yall hoes super weakkkkkkkk,0
18745,18745,rt TAG if your girl is upset and crying let her cry she needs to learn how to stop being a pussy toughen up,0
12659,12659,looks as if federal gun laws to be proposed this week lack TAG hope the TAG and TAG crowd choke on crow,0
9524,9524,got a couple thou den i get a couple shooters fa dat couple thou mane my niccas will shoot ya,0
11625,11625,if you ballin then buy ya bitch something,0
7669,7669,almost cussed dis bitch out at mcdonalds talmbout da register down so dey can't serve us umm bitch give us da food fa free den,0
14603,14603,rt TAG TAG hell yea ill rep your shirt to fam lol TAG teamdonny in this hoe,0
13777,13777,peace my friend only peace i am not your enemy dont say that word again look at my facebook wall one of my best friends ever was a moor,0
21191,21191,studying for this bio test like a hoe,0
17939,17939,rt TAG there's only one bae at the end of the day cause she ride for me unlike you other bitches,0
6340,6340,karlamorenoo just look for the realest niggah on rosecrans that be me lol,0
11678,11678,if you was a bitch nigga in you still gona be a bitch nigga in,0
20391,20391,rt TAG i let these bitches talk that's just free promotion,0
10897,10897,i spent my whole th lookin for my hoes missed the fireworks and all before i realized i didn't have any hoes TAG,0
21937,21937,this bitch rihanna is on some dust or something,0
7621,7621,all the redskins act like TAG te bitch TAG the bitch,0
18934,18934,rt TAG TAG do not and i repeat do not refer to her as your bitch,0
8355,8355,can't stand bitch ass niggas,1
24137,24137,last thought before bed in we had a mock election in rd grade and i voted for perot maybe i related to his really big ears idk,0
22851,22851,why are you the only thick character in the game why i gotta play a skinny bitch TAG,0
5189,5189,xxminijokerxx i hate birds they just piss me off about the fact that i can't fly,0
3649,3649,jergucci go on craigslist bitches be on there,0
243,243,stephenwildboy chilling sexy scally lad,0
15685,15685,rt TAG fuck your bitch make her call me papi,0
9466,9466,goes ape shit on my ass like nigggga tf you doin i hust saved yo life so i pushed her ass into the the wall then she calmed down again,0
2740,2740,callmebuffy sockin bitches in they mouf,0
23554,23554,all of us on twitter do that already TAG lol TAG i need one of you to step up and volunteer to listen to me bitch,0
19592,19592,rt TAG there was a fly that was banging into all the windows and i called it retarded but then i thought to myself umm i'm talki,0
12903,12903,morning terror read of the ocean's trash is gone and no one knows where it went,0
12376,12376,let's run a train on this bitch,0
22905,22905,why these thirsty bitches trying to hit me up slide out of my kik lmfaoo,0
2948,2948,dallyjackson i'm here now hoe,0
12455,12455,lil cuz need to help a bitch out,0
277,277,wannabekanye whys this bitch boosting herself her size isn't exactly the most healthy tho,0
23378,23378,you mean these hoes TAG russ never gonna be happy bruh,0
16503,16503,rt TAG bitch you're retarded TAG men that cook should wear panties too,0
9527,9527,got a new bitch and she got ass lookin at my ex like yeah i know you mad,0
7024,7024,shefeelsd payne nigga don't be telling my business on this hoe lol,0
3950,3950,loldyrus it's retarded ignore the harlem shake fad and hope it goes away soon,0
16783,16783,rt TAG most relationships end because bitches wanna take advice from their lonely ass single friends,0
18921,18921,rt TAG hoo boy these guinea pigd love to shit shouldn't have ordered the full dozen,0
3845,3845,kingsleeynyc yep lmao its been a hectic few weeks waddup ho,0
21243,21243,sweet milf in white lingerie has her hose ripped and her pussy ;p ounded,0
15317,15317,rt TAG these hoes woozy,0
107,107,dbab holloway check out our th man TAG even with all those faggot ny fans in the stands,0
11784,11784,ima tear that pussy uuuup,0
1069,1069,chillin with my homie or what s left of him ;: british rapper turned isis jihadi poses with severed head TAG,0
654,654,you fucking pussy you couldn't even beat your dick angry youtube comment,0
11627,11627,if you body count more then mine you a hoe js,0
22725,22725,when people label their name on there ghetto nano lt lt lt lt lt TAG,0
22624,22624,what these bitches want from a nicca,0
9164,9164,forget resting bitch face the next hot new trend will be resting drunk face,0
22066,22066,this is a long yellow for a bunch of track sweeping not a ton have taken opportunities to pit TAG TAG,0
11958,11958,it's my main bitches st ayyyeeee TAG happy birthday babbbyyy,0
21029,21029,some guy at orientation got asked what his top favorite music artists are and the first thing this bitch said was usher,0
16774,16774,rt TAG wtf did this bitch do,0
15940,15940,rt TAG ps a big booty hoe with tig ol bitties xbox one =p ancake booty hoe with pancake tits,0
23135,23135,yeah it was a great one actually i'm fucking hilarious bitches,0
4286,4286,nomeek justmilz if they trash in yr or he'll waive it lol,0
22846,22846,why are TAG so interested in saving people who are muslim does syria have oil TAG,0
12453,12453,lil bitch dumb,0
4679,4679,shainarakia doubt it cause a bitch aint nothing but a nigga downfall,0
16504,16504,rt TAG hoes be mad at you cause your nigga wanted you over her,0
5938,5938,erinscafe if i have to watch baseball i actually go for the mets because jon stewart and fuck the yankees,0
9112,9112,fireball has turned from a cool liquor i used to be sponsored by to a drink for pussy country dudes who hear it in a song,0
18920,18920,rt TAG ah i can smell it its just about ready opens the oven up and pulls out a sshitty burnt up ritz cracker my perfect boy's lu,0
2932,2932,dp bitch yu not safe,0
14109,14109,rt TAG great job by the yankees giving brian cashman a new contract the haters are just wrong cc TAG,0
20261,20261,rt TAG one two three four how many niggers are in my store,1
13381,13381,no girls no hoes just me myself and i,0
17915,17915,rt TAG rt TAG x x TAG only twitter niggas care bout hairy pussy them niggas i fucked today ain't gi,0
18397,18397,rt TAG dollvsh i don't be fucking with nobody cause most of these bitches got fake in they blood and niggas,0
20978,20978,so pissed i forgot that saiyan bitches infio she gave ne her ig tioo fuck,0
1671,1671,tharealist lil bitty bitch lingo,0
15547,15547,rt TAG retweet if you fucked someone's bitch,0
11432,11432,i'm a be even pretty julisa work magic on bitches lol i keep stalking her ig to see how perfect i want my braids its hard to pick,0
10091,10091,i called in to work n bitch said they might not want me to go back,0
16166,16166,rt TAG bitch you a hoe check yo dms natalieeleee can i get a new follower,0
4761,4761,stephyrae where have you been hoe,0
14338,14338,rt TAG poont gotta be trash,0
20663,20663,see you fags in hours,0
9213,9213,frustration can be a bitch,0
24263,24263,niggah hurry up,0
24142,24142,let the hoe ass falcons get steven wackson and our st rd pick,0
16600,16600,rt TAG i remember playing the halo episodes with TAG the pussy finished all chapters without me fuck him,0
5639,5639,bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead TAG bitch i know where you reside,1
12535,12535,lmaooooo TAG bitches be like relationship goals dumb ass nigga,0
19006,19006,rt TAG kizzygotdajuice huh man he's gna drown in the pussy for real,0
1558,1558,thedevonclarke i swear if i see any snow tomorrow bruhh you sound like a basic white bitch,0
23959,23959,ioana tiny teen ioana fucks her tender pussy with a vibrator,0
22343,22343,u niggas dnt like me i bet i can fck yo bitch tho,0
2441,2441,andreaa olvera prego bitch,0
9281,9281,fuck the courts how is a fine add up to mf dollars bitch,0
24595,24595,time to start an army of hoes,0
5062,5062,tytytooflyy i got a bitch named banana pussy bananas swear i gotta say it again pussy bananas my lil cool azz bitch she from da westside,0
8754,8754,dj khaled is retarded,0
18561,18561,rt TAG t rev dumb bitches are one thing that'll never become extinct that's real,0
13900,13900,prejudice a preconceived awareness based on a majority of interactions the negative slant comes from libs self preservation is the basis,0
11645,11645,if you got tats on your breast you a trash ass bitch and stay far away from me with ya acid pussy,0
2068,2068,ima kill that pussy straight murder that shit and ima eat it eat it eat it and lick it till it slaps aye,0
22117,22117,this niggah TAG is a fool,0
575,575,two roads diverged in a yellow wood and i chose the one to j tunheimr robert frost giant,0
19918,19918,rt TAG have a great day you lovely fellow apes :),0
766,766,#royals milwaukee let yost go now they wished they hadn't cause they suck how about now he's the guy win or lose yankees fire girardi yost,0
4992,4992,things flppl yankees like florida state not floridians,0
8042,8042,bitch ass people are the first to call someone out for being a bitch,0
23921,23921,hit that bitch with a reality check bitches love reality checks,0
12315,12315,last year i cuffed that bitch well now its ovaaaaaa,0
9885,9885,honestly it's enough bad bitches in the universe for everyone not including dykes,0
12789,12789,maybe next time i day drink ill balance it out with my bitch mary jane cause TAG,0
14143,14143,rt TAG chance acid rapper soccer hackey-sacker cocky khaki jacket jacker slap happy faggot slapper,0
19834,19834,rt TAG they might be called seconds of summer but their songs are minutes of trash,0
18063,18063,rt TAG me mom can you make me a sandwhich doesnt hear whispers to myself deaf bitch mom what the fuck did you just sa,0
21291,21291,taught me how to hate a bitch,0
13970,13970,republicans take massachusetts governorship coakley conceds gov race to charlie baker,0
7546,7546,aint nobody wearing those new westbrook jordan's but mexicans amp trailer park trash white girls,1
1635,1635,bunnycocaine oomf a hoe hopper,0
8615,8615,damn i'm in da mood to eat sum pussy who got it fresh on a platter for me teamfluffnevabluff,0
21377,21377,that bitch on qualitest she dont act right TAG,0
12532,12532,lmaoooo nah i'm down here turning up TAG yah not gonna believe this but TAG being a bitch in bg being a bitch,0
18743,18743,rt TAG bitch u lame af get with the times and pop that ass TAG this makes me kinda sad,0
2278,2278,percent yo bitch with me percent that scrap with me,0
17662,17662,rt TAG johnny manziel s bye-week stat line bud light platinums shots of patron side bitches fucks given,0
14250,14250,rt TAG rape is never something to mock like this i stand with jada TAG,0
3451,3451,ihatestevensing i ain't to show bout dem colored diamonds you talk about on da radio any diamond you gets from a colored be stolen,0
7160,7160,thereal raw he actually good lol don't hoe him but i mean that's some road to glory shit gt go to northern illinois undefeated amp heisman,0
3489,3489,imsoooomad guess who's eating cracker b without you,0
8362,8362,can't take u coons nowhere amp i mean nowhere,1
16445,16445,rt TAG time to go to the studio and make really good music so i can act like i don't know the bitches that flexed on me since,0
3170,3170,feyenody ja zo denkt ieder wel t zijne over zaken he amp je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting,0
22838,22838,whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,0
1798,1798,itsdaniellef hoe,0
23478,23478,you're such a pussy,0
9956,9956,hungry then a hoe,0
20555,20555,rt for a hdm everybody block bitches too,0
230,230,sexualgxfs one of your followers with this somebody bitch if you don't,0
17683,17683,rt TAG she literally just put the whole trash bag on lmfao,0
8183,8183,bring another bitch for a real nigga,0
2159,2159,squak squak squak squak me bird shut up squak alex that was an act of defiance TAG,0
17833,17833,rt TAG these hoes really ain't loyal,0
8195,8195,broke hoes always wanna argue u ain't ate all day were u get that energy from,0
20134,20134,rt TAG in the trash i hope TAG TAG just dropped four new songs,0
3073,3073,drfreezeburnn TAG i just learned how many retards you can find when you search trending topics,1
2288,2288,gt TAG all good pussy comes with a price tag,0
15066,15066,rt TAG you prolly don't like me niggah i don't really give a fuck how you feel,0
201,201,nicholas ted kobe stay talking trash but let's not forget TAG i meant to do this one smh,0
7443,7443,a lot of i fucked up call me back this bitch is tripping lol,0
5866,5866,djfeds yeah bitch did it taste good fucker t,0
17193,17193,rt TAG phil simms is a pussy TAG,0
13587,13587,ol heads always think a young nicca gon runoff wit they sacc,0
330,330,glowstruck but a nigga gon be a nigga be a nigga you sound fuckin retarded,0
13619,13619,on a scale of to redneck i'm watching days of thunder right now TAG,0
14987,14987,rt TAG fuck a bitch we never loved a thot,0
7059,7059,snoopaintlion TAG TAG TAG lmao nigga yo avi so trash my phone won't even load that shit,0
16627,16627,rt TAG forget your typical graduation speech charlie day manages to be hilarious and inspirational in today s mifvotd,0
182,182,madflyentist oregon chokes every year get off the field trash ass program rft,0
20473,20473,ray rice bitch,0
6036,6036,goldnsilvercoin TAG TAG god forbid she actually voted to give people affordable insurance rates that bitch TAG,0
1136,1136,benkasso i'll beat the pussy up that's a hook right thur,0
13973,13973,right sotyannaxo the same bitches saying positive vibes are the same bitches making fun of someone's weight,0
3630,3630,jawshoeeahhh you're a bitch lol,0
21345,21345,that ouija movie look like trash,0
12172,12172,just touch down in jamaica tryna smoke two acres send a nigguh to his makerr,0
4944,4944,theonemiss luu but if we loved again i swear i'd love you right btw bitch you better not be googling these lyrics mine is from the lt,0
3802,3802,kendracae bitches ain't shit but hoes with tricks,0
8881,8881,dudes proudly volunteer to be baby daddy TAG and whether they'll be a father or not all over some pussy property,0
22823,22823,who watches wrestling besides little kids and white trash,0
1807,1807,jooselhynn u hella gay u never did quit subbing fag,0
7704,7704,amber rose is one of those bad bitches who only get along with dudes,0
10411,10411,i had fags in the space ae hours excuse me TAG TAG,0
20404,20404,rt TAG why is arizona hot as hell and then literally minutes later it's fuckin hurricane katrina up in this bitch,0
12470,12470,litterally can't wait for this weekend with my bad bitches,0
7421,7421,a dick has a sad life his hair is a mess his family is nuts his neighbor's an asshole his bestfriend's a pussy amp his owner beats him,0
20981,20981,so sick of you fake ass hoes,0
3443,3443,iampikey i wonders why dare ain't no colored folk up dare,0
16888,16888,rt TAG eddy and teezy get no pussy so i don't know why they always talking about that shit they've never taken anyone's girl eit,0
11511,11511,if i wore a tutu no bitch would want me that's what our dog is gonna be telling himself everyday,0
5330,5330,maniac mind i don't got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here,0
19465,19465,rt TAG i'm telling you shaved pussy is ugly,0
21986,21986,this bitch kicked me out,0
2880,2880,coley cee bitch watch tf out u on moose meat now,0
13671,13671,only fat bitches and flat booty hoes today wackkkkk,0
22186,22186,tigers are fuckin garbage jesus christ suck a dick ausmus you're just as trash as that sorry ass bullpen,0
1982,1982,best asian massage on the park slope top rated spa,0
6524,6524,kmagalyv some scandalous hoes then lmao,0
4570,4570,rorschach but not disaster pussy that thing is a wreck,0
12961,12961,my barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me free cuts,0
12061,12061,jihadi propaganda ploy us had gulf countries publish pics of their pilots deflect sunnis anger from itself amp iran,0
11091,11091,i wish a bitch could,0
22378,22378,uh how long do i have till TAG comes out with the newest incarnation of the TAG i'm so ready two years and this bitch still goes,0
7894,7894,baby pussy cant be your only hustle unless u bad as naomi russell i mean a lot of ppl got money so basically russell aint the only russell,0
20930,20930,so i made hey as a short cut for pussy lips in ann's phone,0
5003,5003,tinnytimm taylor wack ass bitch nigga,0
6222,6222,jaspen i'm dumb then a hoe haha i already lost that thing ya gave me today,0
15336,15336,rt TAG my uncle taught me abt sex he said the birds fuck the bees then he told me he banged a girl so hard her freckles c,0
24370,24370,pussy is a joke you can either get it or not get it,0
18471,18471,rt TAG don't try nd play me i'll hoe u harder,0
6205,6205,jacksparenohoe lemme cheer you up bitch,0
13478,13478,now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin,0
9280,9280,fuck the club especially dallas clubs nothing but stank pussy and thirsty niggas,0
22370,22370,ugly bitches listen yall can not be havin a stank attitude yall dont have nothing working for you but your personally so dont fuck it up,0
16807,16807,rt TAG whereyohussleat TAG ion like him he annoying i thincc he knows i don't too that nigga a supa fag on dave,0
9795,9795,heres a thought you dont have a valentine bc your a mean ugly bitch haha,0
6480,6480,kieffer jason u will see it on saturday and if u don't show up then your a bitch made nigga pussy ass nigga,0
18955,18955,rt TAG TAG TAG TAG i see you guys kicked this long haired faggot out your lil video game team,0
1276,1276,gdoublet TAG find a loyal ho TAG,0
11870,11870,is this retarded bitch really this stupid,0
11697,11697,if youu let yo bitch leave with another niggah and don't say shit thats on youu,0
12825,12825,member when bitches put le in front of everything you not foreign mf,0
21991,21991,this bitch looks like a tranny tho,0
17137,17137,rt TAG drunk inlove with my gun bae bitch beyonc,0
493,493,i'll beat on that pussy so hard,0
2616,2616,bjwalkinrivers bro that hoe live,0
11757,11757,im such a bitch sometimes,0
10719,10719,i love jigg jigg,0
9834,9834,hit me up with plans nigs,0
14882,14882,rt TAG hahaha these niggas funny ask rt bookieg TAG TAG i bet i can pull at lease bitches with them,0
14933,14933,rt TAG TAG i haven't slapped a bitch in two weeks,0
4987,4987,theomaxximus TAG fuck up pussy,0
13762,13762,parodies of jihadi songs more effective than asinine muslims should condemn TAG,0
7397,7397,zooyorkinit you're frumpy bitch,0
565,565,these sour apple bitter bitches i'm not fuckin wit em,1
303,303,airmaxlad hot meat sexy as fuck scally lad i would love to meet him and his trainers,0
24457,24457,son of a bitch i hope i don't get the e bola before i can ride my harley at sturgis,0
8027,8027,biggest booth i ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard,0
11526,11526,if a cute bitch fucks with a lame nigga she automatically becomes times less attractive in my eyes,0
7895,7895,babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,0
8914,8914,early bird gets the worm but the second mouse gets the cheese TAG,0
23480,23480,you're unattractive therealalonig dinner dates with yo man bitch TAG TAG,0
18496,18496,rt TAG dopeshitonly man just proofread amp edited this niggah sentence feel like i'm back in th grade doing daily oral la,0
17695,17695,rt TAG idc what phone u got lol silly nigger,1
15802,15802,rt TAG on my way to fuck your bitch,0
22252,22252,tracy morgans car wreck and the press was covered by zappa in the s some joker with a brownie and ye'll see it all complete,0
2137,2137,looks over at oomf TAG does pretending to have no bitches really work or nah,0
10647,10647,i laugh at this bitch,0
17919,17919,rt TAG TAG interesting TAG if ur child father aint shit then look in the mirror at the dumb bitch,0
7511,7511,after you get good pussy you be feelin like you just found the last dragon ball,0
14308,14308,rt TAG basic bitch tweet shit like no one to talk to times a day,0
9241,9241,fuck around wit me n my niggas n we'll turn dis bitch inside out,0
15653,15653,rt TAG yay for america amp israel we put in more jew hating muslim trash into our government pathetic amp sickening,1
23536,23536,after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open,0
13722,13722,oregon losing in oregon ahhhahahaha faggots,1
2321,2321,stblock rody pussy,0
23964,23964,now works on fancy telephones so i am told i have a clam phone that i call mr clam that only texts and phones,0
6431,6431,kieffer jason bitch i have a phone stfu talking don't worry about me just make sure you show up,0
23109,23109,yay i'm a redneck piece of shit TAG,0
13456,13456,not to call you a bitch but they gone hate on my bitches,0
12750,12750,man why the ugliest bitches talk the most,0
17884,17884,rt TAG worst tweet ever pr pro manages to sound racist mock aids in a single tweet,0
14367,14367,rt TAG number of women denied birth control by hobby lobby number of democrat retards butthurt by the verdict,0
5766,5766,coughlan youre racist against white people whigger anti-racist is a codeword for anti-white anti-zionist is a codeword for antisemite,1
1496,1496,rudenation when girls take my snap backs and beanies lol that's dollars a hat and for the ax beanies i don't let them take it,0
22143,22143,this side hoe main chick talk is disgusting get a life man,0
423,423,baby i like being on your left side no bitch you can't be there cuz the street on that side and twitter said i ain't real if you do,0
23645,23645,bitch whats the plan yo box irrelevant,0
6356,6356,kathy doermer bitch please i'll go to windsor either way when i come up i can bring some also,0
24431,24431,slut whore hoe,0
10309,10309,i found your arm in that trash receptacle and your leg in the mud down by that stream you should consider keeping better track of your limbs,0
5047,5047,troyaikman shut yo hoe ass up,0
19334,19334,rt TAG chantel isn't a side hoe bc apparently she's lesbian im done with life all these months hating her for no reason,0
19179,19179,rt TAG girls favorite line go talk to yo hoes,0
13180,13180,nah electric fairy tale seems cool but i'd rather buy some drugs with that money,0
1174,1174,charliedayquote viet-goddamn-nam that's what happened go get me a beer bitch TAG,0
617,617,you're a garden rose and that bitch is a weed,0
29,29,i spend my money how i want bitch its my business,0
3276,3276,gohard brown TAG amp xavier you bitch,0
